Date,Slot,Open,High,Low,Close,Volume
2025-09-10,0,900.210693359375,906.000732421875,894.8609619140625,895.9669189453125,258280448.0
2025-09-10,1,896.4081420898438,899.0034790039062,891.1321411132812,891.1506958007812,118092032.0
2025-09-10,2,891.2579956054688,893.2341918945312,889.472412109375,893.0738525390625,71051520.0
2025-09-11,0,893.5349731445312,893.5349731445312,889.4370727539062,890.9031982421875,28557056.0
2025-09-11,1,890.5488891601562,895.4627685546875,890.3716430664062,895.4627685546875,48317184.0
2025-09-11,2,895.49462890625,898.0690307617188,894.8709106445312,898.0690307617188,27840256.0
2025-09-11,3,898.1090087890625,901.7002563476562,896.4527587890625,899.0576171875,61655552.0
2025-09-11,4,899.4302368164062,902.93994140625,897.143798828125,898.5885620117188,64635648.0
2025-09-11,5,898.6573486328125,899.3648681640625,893.4052734375,897.2691650390625,18140416.0
2025-09-11,6,897.2868041992188,897.63671875,894.6519165039062,897.3828735351562,2239232.0
2025-09-11,7,897.3309326171875,903.3295288085938,895.93603515625,903.0379638671875,34450176.0
2025-09-12,0,902.96923828125,908.1611938476562,902.0233764648438,903.972412109375,72109568.0
2025-09-12,1,904.0443725585938,909.1266479492188,902.6181030273438,908.8734741210938,91997696.0
2025-09-12,2,908.9231567382812,909.3804321289062,903.7808227539062,905.140869140625,51233024.0
2025-09-12,3,905.1150512695312,908.6080932617188,905.1150512695312,905.5978393554688,67479040.0
2025-09-12,4,905.533447265625,909.5765380859375,904.7322387695312,908.9100952148438,18924288.0
2025-09-12,5,908.6734008789062,918.3717651367188,906.4884643554688,917.2891235351562,147908352.0
2025-09-12,6,917.3021240234375,926.6790771484375,916.403564453125,926.390625,221630976.0
2025-09-12,7,926.5470581054688,928.476806640625,923.2562255859375,924.87353515625,77701120.0
2025-09-13,0,925.036865234375,929.1829223632812,924.2373657226562,927.5890502929688,42505984.0
2025-09-13,1,927.6193237304688,929.101318359375,925.7117919921875,926.4364013671875,17636864.0
2025-09-13,2,926.1488647460938,927.6035766601562,924.634033203125,927.5985717773438,9947392.0
2025-09-13,3,927.595703125,942.3897094726562,927.1478881835938,942.2793579101562,222163456.0
2025-09-13,4,941.8546752929688,941.8546752929688,934.2511596679688,937.4114990234375,94065152.0
2025-09-13,5,937.3165283203125,942.46337890625,924.0791625976562,929.493896484375,248187648.0
