Date,Slot,Open,High,Low,Close,Volume
2025-09-10,0,4366.74365234375,4450.41796875,4365.8291015625,4372.24267578125,9304356864.0
2025-09-10,1,4373.908203125,4394.03369140625,4304.5322265625,4305.81689453125,9752444928.0
2025-09-10,2,4307.716796875,4353.60595703125,4301.83154296875,4346.15234375,8347574272.0
2025-09-11,0,4348.68017578125,4383.68994140625,4340.28759765625,4381.38525390625,5035311104.0
2025-09-11,1,4378.48583984375,4422.005859375,4375.12451171875,4420.53759765625,8710574080.0
2025-09-11,2,4420.6240234375,4445.86083984375,4408.74853515625,4432.72216796875,11554324480.0
2025-09-11,3,4432.56396484375,4437.67041015625,4407.91552734375,4431.28466796875,5788200960.0
2025-09-11,4,4431.23486328125,4468.26220703125,4387.4140625,4428.7265625,11804131328.0
2025-09-11,5,4428.94970703125,4440.76025390625,4403.16552734375,4431.5869140625,5808930816.0
2025-09-11,6,4433.4296875,4435.4384765625,4412.18994140625,4417.98291015625,4384747520.0
2025-09-11,7,4416.490234375,4468.939453125,4416.490234375,4461.97314453125,4977268736.0
2025-09-12,0,4461.05615234375,4533.2275390625,4453.408203125,4506.61181640625,10084044800.0
2025-09-12,1,4508.08056640625,4556.3095703125,4493.47265625,4556.3095703125,6229118976.0
2025-09-12,2,4557.11376953125,4559.3955078125,4515.56396484375,4517.21728515625,10870284288.0
2025-09-12,3,4517.35546875,4534.91552734375,4507.8349609375,4519.357421875,7619944448.0
2025-09-12,4,4520.3720703125,4568.52197265625,4507.103515625,4545.62451171875,3830609920.0
2025-09-12,5,4547.8701171875,4626.13916015625,4531.02099609375,4615.50048828125,7455924224.0
2025-09-12,6,4615.07861328125,4685.6982421875,4603.93994140625,4671.736328125,11023163392.0
2025-09-12,7,4674.30419921875,4734.27392578125,4650.94970703125,4714.24609375,9902022656.0
2025-09-13,0,4715.1875,4733.06005859375,4696.2451171875,4704.8154296875,8456093696.0
2025-09-13,1,4704.5908203125,4762.85546875,4704.1484375,4725.70458984375,10905833472.0
2025-09-13,2,4725.84033203125,4732.2275390625,4706.57080078125,4731.20263671875,4300726272.0
2025-09-13,3,4732.224609375,4740.3525390625,4711.70458984375,4722.69091796875,6504275968.0
2025-09-13,4,4722.396484375,4728.833984375,4670.17333984375,4693.98095703125,8090025984.0
2025-09-13,5,4692.8662109375,4704.25341796875,4609.12548828125,4638.90869140625,7634104320.0
2025-09-13,6,4636.63623046875,4661.54833984375,4628.55419921875,4658.93115234375,4669034496.0
2025-09-13,7,4659.396484375,4672.43603515625,4650.845703125,4668.080078125,3337281536.0
2025-09-14,0,4668.3271484375,4689.90234375,4655.453125,4685.21044921875,8936589312.0
2025-09-14,1,4685.42236328125,4686.29150390625,4640.109375,4678.60400390625,6904025088.0
2025-09-14,2,4679.07666015625,4681.57763671875,4647.26025390625,4657.78955078125,6447011840.0
2025-09-14,3,4657.869140625,4673.4404296875,4631.59619140625,4631.59619140625,6668855296.0
2025-09-14,4,4633.12109375,4645.2021484375,4586.02099609375,4605.2626953125,14830180352.0
2025-09-14,5,4605.6689453125,4628.88330078125,4581.84716796875,4621.5576171875,4355827712.0
2025-09-14,6,4621.5634765625,4628.76953125,4599.53515625,4618.36962890625,5738665984.0
2025-09-14,7,4618.78369140625,4636.8203125,4601.35107421875,4611.21142578125,9046011904.0
2025-09-15,0,4608.2421875,4629.55517578125,4585.5126953125,4621.66162109375,8927105024.0
2025-09-15,1,4623.55322265625,4663.4736328125,4623.55322265625,4663.0595703125,9222871040.0
2025-09-15,2,4663.080078125,4670.205078125,4513.00732421875,4514.619140625,9934903296.0
2025-09-15,3,4512.89453125,4540.3837890625,4507.732421875,4534.33544921875,15866068992.0
2025-09-15,4,4533.25244140625,4541.56591796875,4501.54150390625,4516.068359375,9777373184.0
2025-09-15,5,4514.0361328125,4520.14794921875,4471.2666015625,4507.1015625,11142733824.0
2025-09-15,6,4509.3427734375,4513.2236328125,4478.2470703125,4511.7412109375,11397627904.0
2025-09-16,0,4521.43017578125,4535.828125,4511.02783203125,4511.02783203125,8233381888.0
2025-09-16,1,4510.361328125,4535.998046875,4495.10498046875,4507.9716796875,9669138432.0
2025-09-16,2,4506.7080078125,4510.79736328125,4464.0625,4464.0625,11588407296.0
2025-09-16,3,4457.79296875,4472.876953125,4428.330078125,4460.1708984375,16181985280.0
2025-09-16,4,4460.33203125,4510.88623046875,4457.89697265625,4483.31591796875,12156864512.0
2025-09-16,5,4483.55712890625,4516.4716796875,4483.55712890625,4516.21875,8846985216.0
2025-09-17,0,4503.93212890625,4550.93896484375,4497.39990234375,4535.36865234375,8920104960.0
2025-09-17,1,4532.35986328125,4532.35986328125,4470.197265625,4517.5263671875,6861207552.0
2025-09-17,2,4516.9931640625,4554.2314453125,4501.90234375,4513.67431640625,10733281280.0
2025-09-17,3,4512.33203125,4512.33203125,4482.45654296875,4494.474609375,8040308736.0
2025-09-17,4,4493.95068359375,4513.01611328125,4480.0078125,4490.86279296875,8066840576.0
2025-09-17,5,4491.73779296875,4528.11083984375,4475.1396484375,4517.841796875,5981472768.0
2025-09-17,6,4506.1572265625,4542.31494140625,4429.64453125,4500.6845703125,16631511040.0
2025-09-17,7,4503.00927734375,4617.23486328125,4490.47412109375,4593.37890625,8797388800.0
2025-09-18,0,4592.6435546875,4633.32177734375,4582.609375,4613.4033203125,11948412928.0
2025-09-18,1,4615.17724609375,4643.62451171875,4587.25927734375,4588.86376953125,7126577152.0
2025-09-18,2,4588.93212890625,4605.423828125,4557.21484375,4601.9970703125,7294685184.0
2025-09-18,3,4603.6298828125,4603.6298828125,4572.86669921875,4573.6357421875,7860211712.0
2025-09-18,4,4576.625,4624.38623046875,4567.60107421875,4597.984375,10565255168.0
2025-09-18,5,4597.84912109375,4635.92919921875,4590.6865234375,4609.12548828125,12590911488.0
2025-09-18,6,4611.1484375,4622.2412109375,4583.34130859375,4604.67919921875,3659636736.0
2025-09-18,7,4606.2265625,4606.2265625,4573.5400390625,4589.92138671875,5294725120.0
2025-09-19,0,4590.2060546875,4620.79296875,4590.2060546875,4592.03955078125,8943681536.0
2025-09-19,1,4591.73974609375,4602.154296875,4532.2666015625,4542.6796875,5583570944.0
2025-09-19,2,4542.3095703125,4549.53466796875,4521.8046875,4535.91650390625,10368249856.0
2025-09-19,3,4536.35498046875,4544.97119140625,4510.908203125,4517.45947265625,5251028992.0
2025-09-19,4,4517.3701171875,4543.8447265625,4492.36767578125,4492.36767578125,8386179072.0
2025-09-19,5,4496.81982421875,4498.20556640625,4451.7294921875,4462.03662109375,7018659840.0
2025-09-19,6,4461.47216796875,4466.89599609375,4444.72900390625,4459.513671875,8210765824.0
2025-09-19,7,4460.798828125,4478.9873046875,4452.193359375,4471.26025390625,2933633024.0
2025-09-20,0,4471.146484375,4477.5947265625,4459.89794921875,4468.51220703125,7026620416.0
2025-09-20,1,4468.529296875,4484.1806640625,4462.1806640625,4481.5625,3784361984.0
2025-09-20,2,4481.1533203125,4485.17822265625,4470.01123046875,4470.01123046875,3382720512.0
2025-09-20,3,4469.41259765625,4476.984375,4459.57958984375,4472.25634765625,5031313408.0
2025-09-20,4,4472.26123046875,4496.20458984375,4466.11376953125,4491.27734375,4573237248.0
2025-09-20,5,4492.50390625,4509.56494140625,4474.19921875,4487.81787109375,4485289984.0
2025-09-20,6,4488.68994140625,4489.12744140625,4475.85009765625,4488.4677734375,2873905152.0
2025-09-20,7,4486.57763671875,4502.01953125,4482.1416015625,4482.19775390625,3839858688.0
2025-09-21,0,4482.16796875,4490.93505859375,4464.0205078125,4481.228515625,4935117824.0
2025-09-21,1,4481.35693359375,4481.35693359375,4470.4072265625,4479.1181640625,5142493184.0
2025-09-21,2,4480.15234375,4493.61767578125,4469.9814453125,4471.99755859375,4366227456.0
2025-09-21,3,4472.21435546875,4475.14453125,4450.212890625,4463.2255859375,3791140864.0
2025-09-21,4,4463.068359375,4484.21728515625,4462.95166015625,4476.40576171875,3606104064.0
2025-09-21,5,4475.67578125,4494.9365234375,4468.63525390625,4494.02001953125,4080912384.0
2025-09-21,6,4494.177734375,4498.76171875,4480.7861328125,4481.74951171875,5483517952.0
2025-09-21,7,4480.40625,4480.40625,4447.1611328125,4451.93994140625,10150895616.0
2025-09-22,0,4447.82666015625,4456.36474609375,4286.45703125,4292.302734375,11639173120.0
2025-09-22,1,4292.1943359375,4311.658203125,4282.91845703125,4283.6552734375,9458102272.0
2025-09-22,2,4280.0283203125,4280.0283203125,4103.6103515625,4199.24609375,17653188608.0
2025-09-22,3,4199.29345703125,4199.29345703125,4146.748046875,4183.79296875,11175682048.0
2025-09-22,4,4184.01318359375,4220.34814453125,4176.10205078125,4195.6015625,12753379328.0
