Date,Slot,Open,High,Low,Close,Volume
2025-09-10,0,113583.8515625,114273.765625,113482.625,113660.609375,8627597312.0
2025-09-10,1,113673.8359375,114047.515625,113182.9921875,113217.03125,9455308800.0
2025-09-10,2,113235.0625,113987.9921875,113208.21875,113963.2890625,5405745152.0
2025-09-11,0,113963.09375,114114.78125,113723.5390625,113867.109375,3113623552.0
2025-09-11,1,113848.5625,114414.1328125,113848.5625,114291.84375,7557804032.0
2025-09-11,2,114289.390625,114456.7578125,113991.0,114067.03125,5515710464.0
2025-09-11,3,114069.5234375,114101.171875,113796.6015625,114000.4453125,2651987968.0
2025-09-11,4,114017.7421875,114680.28125,113477.2734375,114509.71875,8762576896.0
2025-09-11,5,114495.8046875,114688.921875,114046.375,114570.6015625,10645889024.0
2025-09-11,6,114585.0625,114596.65625,114139.515625,114429.0078125,4302966784.0
2025-09-11,7,114423.53125,115516.46875,114412.890625,115516.46875,5020938240.0
2025-09-12,0,115509.0078125,116313.515625,115310.6328125,115368.2734375,10305323008.0
2025-09-12,1,115386.390625,115676.625,115094.921875,115644.3984375,4483657728.0
2025-09-12,2,115615.4453125,115635.3203125,114998.703125,115061.484375,11832004608.0
2025-09-12,3,115068.0546875,115136.171875,114886.8125,114938.0546875,3387084800.0
2025-09-12,4,114950.421875,115482.4609375,114804.1484375,115274.1328125,3218456576.0
2025-09-12,5,115293.8359375,115967.6875,114994.0546875,115872.78125,7731896320.0
2025-09-12,6,115868.046875,116757.53125,115862.8828125,116246.875,11354116096.0
2025-09-12,7,116228.8515625,116364.8203125,115833.453125,116127.5,10264776704.0
2025-09-13,0,116104.3125,116324.7109375,115748.4140625,115936.828125,4345204736.0
2025-09-13,1,115937.9765625,116037.6953125,115736.8359375,115752.0859375,3791138816.0
2025-09-13,2,115756.9296875,116087.453125,115715.4765625,116034.0390625,4112924672.0
2025-09-13,3,116032.1328125,116203.2109375,115929.5703125,116030.7734375,6223495168.0
2025-09-13,4,116035.7265625,116076.9140625,115687.0078125,115868.53125,8930861056.0
2025-09-13,5,115831.609375,115947.1328125,115267.875,115611.921875,8020008960.0
2025-09-13,6,115593.953125,115995.4296875,115483.8046875,115969.03125,4360347648.0
2025-09-13,7,115962.671875,116030.765625,115879.6171875,115954.34375,2485374976.0
2025-09-14,0,115973.2734375,116106.2109375,115814.53125,115898.96875,6710941696.0
2025-09-14,1,115906.484375,115962.1171875,115547.2421875,115922.703125,3866593280.0
2025-09-14,2,115926.9453125,116003.7734375,115761.8828125,115981.859375,8708925440.0
2025-09-14,3,115983.0546875,116180.9765625,115811.2578125,115822.6015625,3071676416.0
2025-09-14,4,115823.5625,115883.1640625,115267.8515625,115422.3984375,8135176192.0
2025-09-14,5,115447.71875,115684.28125,115247.9375,115636.96875,6395086848.0
2025-09-14,6,115621.703125,115870.859375,115392.5546875,115851.6171875,4613015552.0
2025-09-14,7,115847.1328125,116125.625,115222.3984375,115400.28125,10489843712.0
2025-09-15,0,115377.84375,115483.9609375,114914.4140625,115387.7734375,10152208384.0
2025-09-15,1,115420.21875,116538.5625,115420.21875,116538.5625,9056526336.0
2025-09-15,2,116552.7109375,116728.8046875,114787.7734375,114832.109375,10664611840.0
2025-09-15,3,114799.9296875,115185.609375,114684.9765625,115141.7890625,11421507584.0
2025-09-15,4,115078.7421875,115078.7421875,114461.0625,114753.9375,9462337536.0
2025-09-15,5,114713.421875,115040.7578125,114473.515625,115040.7578125,10443010048.0
2025-09-15,6,115113.3125,115541.0390625,114931.359375,115338.6640625,8512139264.0
2025-09-16,0,115124.171875,115436.4296875,115013.296875,115210.703125,6343127040.0
2025-09-16,1,115217.9609375,116038.5234375,115052.5390625,115775.7265625,6892457984.0
2025-09-16,2,115818.8046875,115902.484375,115451.78125,115499.5625,3011784704.0
2025-09-16,3,115499.2109375,115537.140625,115110.84375,115110.84375,4614180864.0
2025-09-16,4,115099.390625,115984.9140625,114836.9765625,115870.734375,7178944512.0
2025-09-16,5,115882.109375,116899.6875,115862.09375,116594.3515625,14363398144.0
2025-09-16,6,116660.1875,117005.2734375,116640.6015625,116831.484375,10504716288.0
2025-09-17,0,116850.6015625,117077.015625,116632.46875,116802.546875,5268668416.0
2025-09-17,1,116795.7109375,117205.8984375,116224.40625,117205.8984375,5734576128.0
