Datetime,Open,High,Low,Close,Adj Close,Volume
2025-05-08 20:00:00+00:00,101286.3515625,102762.6484375,101286.3515625,102553.375,102553.375,1856372736
2025-05-08 21:00:00+00:00,102611.0234375,103776.3203125,102209.921875,102775.4921875,102775.4921875,2127085568
2025-05-08 22:00:00+00:00,102815.046875,103180.5859375,102453.1171875,102914.453125,102914.453125,4125069312
2025-05-08 23:00:00+00:00,102969.6328125,103234.4921875,102819.3828125,103174.828125,103174.828125,554737664
2025-05-09 00:00:00+00:00,103256.203125,103256.203125,102610.140625,102757.4453125,102757.4453125,0
2025-05-09 01:00:00+00:00,102807.9609375,103076.3046875,102594.796875,103076.3046875,103076.3046875,0
2025-05-09 02:00:00+00:00,103088.3828125,103088.3828125,102526.640625,102526.640625,102526.640625,0
2025-05-09 03:00:00+00:00,102559.078125,102777.3671875,102356.9375,102404.171875,102404.171875,289488896
2025-05-09 04:00:00+00:00,102427.640625,102781.3359375,102378.6171875,102781.3359375,102781.3359375,0
2025-05-09 05:00:00+00:00,102799.7265625,102944.625,102601.8046875,102936.296875,102936.296875,0
2025-05-09 06:00:00+00:00,102947.703125,103234.6328125,102920.5390625,103194.921875,103194.921875,0
2025-05-09 07:00:00+00:00,103210.140625,104178.1171875,103151.671875,103727.40625,103727.40625,2758832128
2025-05-09 08:00:00+00:00,103704.4609375,103875.1640625,102782.1640625,102924.234375,102924.234375,2497691648
2025-05-09 09:00:00+00:00,102988.7890625,103217.1484375,102480.7109375,102919.921875,102919.921875,936583168
2025-05-09 10:00:00+00:00,102918.90625,103418.4375,102867.2578125,103404.546875,103404.546875,881270784
2025-05-09 11:00:00+00:00,103280.796875,103402.2421875,102872.2265625,103010.375,103010.375,2010357760
2025-05-09 12:00:00+00:00,102937.625,103116.203125,102825.8046875,102890.3671875,102890.3671875,0
2025-05-09 13:00:00+00:00,102896.0546875,103771.9609375,102896.0546875,103717.921875,103717.921875,209199104
2025-05-09 14:00:00+00:00,103645.8359375,103645.8359375,102489.21875,103136.1875,103136.1875,0
2025-05-09 15:00:00+00:00,103142.09375,103234.0859375,102708.28125,102872.546875,102872.546875,0
2025-05-09 16:00:00+00:00,102883.390625,102906.5703125,102377.6875,102377.6875,102377.6875,0
2025-05-09 17:00:00+00:00,102478.421875,103199.71875,102413.609375,103199.71875,103199.71875,312377344
2025-05-09 18:00:00+00:00,103191.328125,103361.8359375,102973.3203125,103248.21875,103248.21875,0
2025-05-09 19:00:00+00:00,103216.7265625,103282.796875,102927.9921875,103134.65625,103134.65625,0
2025-05-09 20:00:00+00:00,103164.9921875,103418.5,103164.9921875,103185.5703125,103185.5703125,0
2025-05-09 21:00:00+00:00,103191.578125,103205.3125,102804.2890625,102957.0,102957.0,0
2025-05-09 22:00:00+00:00,102966.796875,103066.6953125,102783.859375,102793.5390625,102793.5390625,0
2025-05-09 23:00:00+00:00,102788.265625,102973.296875,102776.59375,102973.296875,102973.296875,0
2025-05-10 00:00:00+00:00,102996.7890625,103114.7734375,102842.6953125,102862.1875,102862.1875,0
2025-05-10 01:00:00+00:00,102863.0625,103080.6015625,102862.6328125,103004.6328125,103004.6328125,0
2025-05-10 02:00:00+00:00,102992.3125,103244.140625,102962.640625,103135.1640625,103135.1640625,0
2025-05-10 03:00:00+00:00,103141.625,103198.9375,103004.5234375,103196.5703125,103196.5703125,0
2025-05-10 04:00:00+00:00,103205.40625,103216.5,103064.9765625,103160.4375,103160.4375,0
2025-05-10 05:00:00+00:00,103152.4140625,103332.5078125,103123.9609375,103332.5078125,103332.5078125,0
2025-05-10 06:00:00+00:00,103343.171875,103837.6484375,103343.171875,103691.8671875,103691.8671875,0
2025-05-10 07:00:00+00:00,103897.7578125,104041.953125,103653.3671875,103817.40625,103817.40625,0
2025-05-10 08:00:00+00:00,103805.2734375,103999.3046875,103519.234375,103605.0078125,103605.0078125,0
2025-05-10 09:00:00+00:00,103612.0234375,103837.7890625,103406.3203125,103813.703125,103813.703125,0
2025-05-10 10:00:00+00:00,103767.1484375,103852.2734375,103613.765625,103646.0703125,103646.0703125,0
2025-05-10 11:00:00+00:00,103620.671875,103641.9921875,103409.96875,103415.7890625,103415.7890625,0
2025-05-10 12:00:00+00:00,103449.84375,103783.765625,103449.84375,103652.359375,103652.359375,0
2025-05-10 13:00:00+00:00,103681.1640625,103761.8515625,103554.6640625,103627.7421875,103627.7421875,0
2025-05-10 14:00:00+00:00,103631.234375,103669.171875,103437.8125,103536.15625,103536.15625,0
2025-05-10 15:00:00+00:00,103528.8359375,103531.84375,103174.0859375,103176.0546875,103176.0546875,0
2025-05-10 16:00:00+00:00,103156.171875,103490.3515625,103156.171875,103406.3515625,103406.3515625,276668416
2025-05-10 17:00:00+00:00,103423.046875,103548.0625,103208.1875,103223.5,103223.5,0
2025-05-10 18:00:00+00:00,103175.65625,103306.4609375,103079.3203125,103266.578125,103266.578125,401190912
2025-05-10 19:00:00+00:00,103255.359375,103299.5078125,103096.5625,103207.4453125,103207.4453125,0
2025-05-10 20:00:00+00:00,103213.5625,103309.28125,103118.515625,103186.765625,103186.765625,649936896
2025-05-10 21:00:00+00:00,103199.46875,103783.4375,103187.4765625,103756.359375,103756.359375,0
2025-05-10 22:00:00+00:00,103775.53125,103794.953125,103575.0,103638.3515625,103638.3515625,1234296832
2025-05-10 23:00:00+00:00,103617.8671875,104916.953125,103595.4140625,104779.5703125,104779.5703125,2083909632
2025-05-11 00:00:00+00:00,104692.9609375,104908.265625,104006.265625,104408.3828125,104408.3828125,435695616
2025-05-11 01:00:00+00:00,104425.453125,104496.7890625,103937.8046875,104077.7109375,104077.7109375,448913408
2025-05-11 02:00:00+00:00,104102.171875,104257.484375,103528.4765625,103757.65625,103757.65625,862781440
2025-05-11 03:00:00+00:00,103736.1484375,104171.2578125,103724.2109375,104055.6796875,104055.6796875,1104846848
2025-05-11 04:00:00+00:00,104049.0234375,104363.390625,104021.53125,104153.9140625,104153.9140625,0
2025-05-11 05:00:00+00:00,104129.921875,104193.5859375,103834.7578125,103834.7578125,103834.7578125,528785408
2025-05-11 06:00:00+00:00,103846.5,103959.2265625,103648.390625,103860.484375,103860.484375,0
2025-05-11 07:00:00+00:00,103864.1171875,103864.1171875,103425.828125,103425.828125,103425.828125,0
2025-05-11 08:00:00+00:00,103394.8671875,103981.1484375,103394.8671875,103864.234375,103864.234375,390885376
2025-05-11 09:00:00+00:00,103855.890625,104456.6328125,103853.5390625,104353.4375,104353.4375,0
2025-05-11 10:00:00+00:00,104363.328125,104535.65625,104212.703125,104535.65625,104535.65625,0
2025-05-11 11:00:00+00:00,104588.71875,104715.671875,104406.6796875,104674.3828125,104674.3828125,0
2025-05-11 12:00:00+00:00,104665.7734375,104813.875,104545.453125,104636.7890625,104636.7890625,5124096
2025-05-11 13:00:00+00:00,104605.65625,104646.90625,104085.578125,104085.578125,104085.578125,1095897088
2025-05-11 14:00:00+00:00,104010.5859375,104300.2734375,103834.3125,104244.984375,104244.984375,2135810048
2025-05-11 15:00:00+00:00,104185.375,104642.3984375,103953.625,104156.5390625,104156.5390625,0
2025-05-11 16:00:00+00:00,104153.546875,104181.734375,103813.6328125,103981.625,103981.625,1048850432
2025-05-11 17:00:00+00:00,103995.9296875,104140.8046875,103857.125,104071.46875,104071.46875,0
2025-05-11 18:00:00+00:00,104054.5,104803.5546875,103895.9375,104554.0,104554.0,939913216
2025-05-11 19:00:00+00:00,104562.1875,104646.1171875,104405.9609375,104438.7890625,104438.7890625,0
2025-05-11 20:00:00+00:00,104447.203125,104447.203125,104260.3203125,104306.3359375,104306.3359375,957644800
2025-05-11 21:00:00+00:00,104296.9609375,104367.203125,104030.171875,104320.8125,104320.8125,0
2025-05-11 22:00:00+00:00,104376.625,104513.6953125,103617.90625,103798.9296875,103798.9296875,734269440
2025-05-11 23:00:00+00:00,103808.9140625,104087.2109375,103788.984375,104087.2109375,104087.2109375,0
2025-05-12 00:00:00+00:00,104126.796875,104645.234375,104109.4921875,104592.6796875,104592.6796875,0
2025-05-12 01:00:00+00:00,104600.890625,105015.796875,103813.6953125,104025.3046875,104025.3046875,1092288512
2025-05-12 02:00:00+00:00,103988.7734375,104171.96875,103776.34375,103885.7265625,103885.7265625,233504768
2025-05-12 03:00:00+00:00,103880.1015625,104078.9296875,103724.8046875,104078.9296875,104078.9296875,0
2025-05-12 04:00:00+00:00,104090.8203125,104153.8203125,103853.8828125,104079.2578125,104079.2578125,0
2025-05-12 05:00:00+00:00,104061.8203125,104061.8203125,103769.9921875,103933.296875,103933.296875,806166528
2025-05-12 06:00:00+00:00,103938.90625,104405.2109375,103828.6640625,104376.625,104376.625,0
2025-05-12 07:00:00+00:00,104379.9140625,105686.765625,104307.4765625,104466.96875,104466.96875,3685863424
2025-05-12 08:00:00+00:00,104486.921875,104720.5703125,104119.8671875,104622.9921875,104622.9921875,996237312
2025-05-12 09:00:00+00:00,104606.3671875,104653.2734375,104387.390625,104440.4765625,104440.4765625,352141312
2025-05-12 10:00:00+00:00,104433.5,104507.0078125,104220.625,104507.0078125,104507.0078125,1181691904
2025-05-12 11:00:00+00:00,104517.09375,104605.40625,103715.2265625,103752.0625,103752.0625,0
2025-05-12 12:00:00+00:00,103757.0546875,104106.4140625,103757.0546875,103934.921875,103934.921875,1814982656
2025-05-12 13:00:00+00:00,103909.2890625,104588.8671875,103699.6875,104282.0234375,104282.0234375,82976768
2025-05-12 14:00:00+00:00,104301.0078125,104337.1328125,102609.5546875,102823.6640625,102823.6640625,3023851520
2025-05-12 15:00:00+00:00,102791.8359375,103173.9140625,102479.5390625,102535.0078125,102535.0078125,2092466176
2025-05-12 16:00:00+00:00,102509.984375,103038.609375,102505.0234375,102840.4453125,102840.4453125,442380288
2025-05-12 17:00:00+00:00,102848.0078125,103078.8828125,102569.453125,102569.453125,102569.453125,0
2025-05-12 18:00:00+00:00,102566.859375,102618.109375,101023.7578125,101717.5,101717.5,2328780800
2025-05-12 19:00:00+00:00,101665.6796875,102044.8984375,101546.390625,101806.8359375,101806.8359375,1346269184
2025-05-12 20:00:00+00:00,101862.5078125,102854.875,101781.6484375,102715.2890625,102715.2890625,1814028288
2025-05-12 21:00:00+00:00,102671.1015625,102711.671875,102369.1796875,102545.7890625,102545.7890625,373633024
2025-05-12 22:00:00+00:00,102514.6015625,102938.046875,102424.921875,102864.3828125,102864.3828125,0
2025-05-12 23:00:00+00:00,102886.59375,103119.09375,102845.4140625,102855.1796875,102855.1796875,0
2025-05-13 00:00:00+00:00,102809.5859375,102809.5859375,102215.3515625,102290.5546875,102290.5546875,0
2025-05-13 01:00:00+00:00,102277.0078125,102719.25,102120.2421875,102486.0,102486.0,0
2025-05-13 02:00:00+00:00,102451.921875,102451.921875,101770.234375,102054.34375,102054.34375,1557561344
2025-05-13 03:00:00+00:00,102063.140625,102133.671875,101578.5859375,101756.9296875,101756.9296875,859656192
2025-05-13 04:00:00+00:00,101711.2109375,102729.2421875,101711.2109375,102729.2421875,102729.2421875,346247168
2025-05-13 05:00:00+00:00,102704.6796875,102704.6796875,102298.65625,102453.6640625,102453.6640625,1112334336
2025-05-13 06:00:00+00:00,102464.109375,102659.21875,102356.3203125,102547.78125,102547.78125,193564672
2025-05-13 07:00:00+00:00,102543.4921875,102917.65625,102543.4921875,102644.203125,102644.203125,0
2025-05-13 08:00:00+00:00,102680.6796875,102925.53125,102581.2109375,102746.5546875,102746.5546875,0
2025-05-13 09:00:00+00:00,102725.65625,103499.3359375,102725.65625,103485.578125,103485.578125,0
2025-05-13 10:00:00+00:00,103498.890625,103629.5078125,103301.078125,103609.734375,103609.734375,0
2025-05-13 11:00:00+00:00,103584.5,103830.4296875,103495.296875,103705.9375,103705.9375,0
2025-05-13 12:00:00+00:00,103741.71875,103906.65625,103483.328125,103703.5078125,103703.5078125,0
2025-05-13 13:00:00+00:00,103690.9609375,103888.1875,103462.0390625,103782.71875,103782.71875,219295744
2025-05-13 14:00:00+00:00,103752.9296875,103752.9296875,102919.890625,103191.15625,103191.15625,0
2025-05-13 15:00:00+00:00,103183.765625,103850.0234375,103163.625,103656.6953125,103656.6953125,0
2025-05-13 16:00:00+00:00,103698.0703125,104356.109375,103579.9921875,103784.71875,103784.71875,0
2025-05-13 17:00:00+00:00,103756.9375,104288.9296875,103756.9375,104288.9296875,104288.9296875,861798400
2025-05-13 18:00:00+00:00,104292.7734375,104431.0859375,104136.984375,104372.9609375,104372.9609375,0
2025-05-13 19:00:00+00:00,104380.2890625,104987.0546875,104217.828125,104718.34375,104718.34375,722612224
2025-05-13 20:00:00+00:00,104846.1484375,104846.1484375,104505.4375,104629.625,104629.625,0
2025-05-13 21:00:00+00:00,104611.1640625,104621.4140625,104291.5859375,104366.6875,104366.6875,735215616
2025-05-13 22:00:00+00:00,104370.0546875,104410.078125,104141.859375,104163.515625,104163.515625,0
2025-05-13 23:00:00+00:00,104011.8671875,104280.796875,103996.3125,104211.1328125,104211.1328125,936787968
2025-05-14 00:00:00+00:00,104159.984375,104159.984375,103816.8125,103921.6640625,103921.6640625,271360000
2025-05-14 01:00:00+00:00,103927.8203125,104028.8046875,103741.96875,103767.5234375,103767.5234375,0
2025-05-14 02:00:00+00:00,103737.7578125,103741.2421875,103532.4921875,103718.515625,103718.515625,0
2025-05-14 03:00:00+00:00,103692.1953125,103726.2578125,103469.7890625,103570.0,103570.0,16215834624
2025-05-14 04:00:00+00:00,103535.578125,103806.5859375,103481.796875,103717.421875,103717.421875,0
2025-05-14 05:00:00+00:00,103715.3984375,103953.2265625,103708.7890625,103857.3046875,103857.3046875,463781888
2025-05-14 06:00:00+00:00,103876.1875,103906.3046875,103676.3828125,103761.59375,103761.59375,0
2025-05-14 07:00:00+00:00,103749.5390625,103775.3671875,103420.921875,103775.3671875,103775.3671875,270336000
2025-05-14 08:00:00+00:00,103706.40625,103814.0625,103482.8125,103482.8125,103482.8125,298606592
2025-05-14 09:00:00+00:00,103240.2890625,103488.515625,102937.3984375,103488.515625,103488.515625,482217984
2025-05-14 10:00:00+00:00,103479.46875,103895.9765625,103463.0703125,103752.28125,103752.28125,81965056
2025-05-14 11:00:00+00:00,103705.0078125,104075.6328125,103705.0078125,103917.234375,103917.234375,383909888
2025-05-14 12:00:00+00:00,103943.3671875,104183.2109375,103916.7265625,104011.2109375,104011.2109375,0
2025-05-14 13:00:00+00:00,104004.6328125,104269.484375,103608.3203125,103871.546875,103871.546875,547545088
2025-05-14 14:00:00+00:00,103943.6875,103943.6875,102975.9453125,103276.1484375,103276.1484375,752660480
2025-05-14 15:00:00+00:00,103273.3515625,103501.609375,102890.1953125,103488.6953125,103488.6953125,298192896
2025-05-14 16:00:00+00:00,103500.7578125,103611.2578125,103234.9921875,103384.6171875,103384.6171875,0
2025-05-14 17:00:00+00:00,103379.90625,103401.3203125,102632.3515625,103248.8828125,103248.8828125,0
2025-05-14 18:00:00+00:00,103237.484375,103436.125,103072.8203125,103406.953125,103406.953125,555749376
2025-05-14 19:00:00+00:00,103497.7890625,103723.375,103299.3046875,103299.3046875,103299.3046875,0
2025-05-14 20:00:00+00:00,103350.4609375,103656.6953125,103329.71875,103564.7265625,103564.7265625,0
2025-05-14 21:00:00+00:00,103563.5234375,103660.71875,103486.75,103629.21875,103629.21875,0
2025-05-14 22:00:00+00:00,103614.0,103614.0,103467.0859375,103511.5078125,103511.5078125,255946752
2025-05-14 23:00:00+00:00,103494.9921875,103594.21875,103448.9609375,103542.5,103542.5,0
2025-05-15 00:00:00+00:00,103531.7265625,103872.421875,103508.1015625,103806.5546875,103806.5546875,3264512
2025-05-15 01:00:00+00:00,103805.2734375,103805.2734375,103010.8359375,103062.6875,103062.6875,0
2025-05-15 02:00:00+00:00,103060.671875,103212.9609375,102943.4140625,103073.8359375,103073.8359375,0
2025-05-15 03:00:00+00:00,103064.3046875,103101.2890625,102769.4375,102780.8125,102780.8125,214183936
2025-05-15 04:00:00+00:00,102757.2421875,102940.0234375,102726.8359375,102903.890625,102903.890625,0
2025-05-15 05:00:00+00:00,102897.1953125,102897.1953125,102383.0625,102388.453125,102388.453125,550174720
2025-05-15 06:00:00+00:00,102408.09375,102656.71875,102198.4453125,102233.9375,102233.9375,0
2025-05-15 07:00:00+00:00,102287.8828125,102424.5625,101752.96875,101819.8515625,101819.8515625,1181728768
2025-05-15 08:00:00+00:00,101956.3515625,102325.1328125,101913.78125,102325.1328125,102325.1328125,0
2025-05-15 09:00:00+00:00,102260.21875,102260.21875,101548.4921875,101898.3359375,101898.3359375,0
2025-05-15 10:00:00+00:00,101832.5234375,101928.2421875,101643.90625,101754.7109375,101754.7109375,444653568
2025-05-15 11:00:00+00:00,101825.0625,102435.7578125,101808.390625,102374.3203125,102374.3203125,404975616
2025-05-15 12:00:00+00:00,102395.5625,102801.109375,102308.5078125,102535.328125,102535.328125,0
2025-05-15 13:00:00+00:00,102565.40625,102765.6953125,101647.171875,102146.3046875,102146.3046875,344428544
2025-05-15 14:00:00+00:00,102126.9921875,102352.296875,101450.0703125,101945.0546875,101945.0546875,0
2025-05-15 15:00:00+00:00,101967.609375,103258.15625,101967.609375,103227.4765625,103227.4765625,0
2025-05-15 16:00:00+00:00,103270.8125,103791.21875,103062.40625,103783.046875,103783.046875,739106816
2025-05-15 17:00:00+00:00,103813.953125,104148.5859375,103693.2421875,103981.28125,103981.28125,610713600
2025-05-15 18:00:00+00:00,103979.34375,103979.34375,102679.7109375,102679.7109375,102679.7109375,251060224
2025-05-15 19:00:00+00:00,102701.4296875,103219.03125,102643.234375,103219.03125,103219.03125,1775292416
2025-05-15 20:00:00+00:00,103185.015625,103484.8671875,102941.625,103468.40625,103468.40625,162799616
2025-05-15 21:00:00+00:00,103454.640625,103454.640625,102777.46875,103267.3359375,103267.3359375,1374232576
2025-05-15 22:00:00+00:00,103276.171875,103947.8515625,103276.171875,103521.234375,103521.234375,0
2025-05-15 23:00:00+00:00,103514.1328125,103868.5390625,103289.3828125,103743.5859375,103743.5859375,1656754176
2025-05-16 00:00:00+00:00,103752.484375,104001.734375,103702.796875,103732.1640625,103732.1640625,0
2025-05-16 01:00:00+00:00,103747.3203125,104067.109375,103496.921875,104028.8984375,104028.8984375,1242583040
2025-05-16 02:00:00+00:00,104057.6953125,104416.515625,103955.4296875,104182.0,104182.0,0
2025-05-16 03:00:00+00:00,104183.0234375,104309.265625,104033.7421875,104033.7421875,104033.7421875,1226321920
2025-05-16 04:00:00+00:00,104041.1328125,104178.3046875,103834.359375,103916.515625,103916.515625,950448128
2025-05-16 05:00:00+00:00,103922.8828125,104136.6796875,103873.4921875,103933.5,103933.5,0
2025-05-16 06:00:00+00:00,103919.4375,104092.21875,103916.75,103987.6796875,103987.6796875,0
2025-05-16 07:00:00+00:00,103987.140625,104147.015625,103732.0546875,103732.0546875,103732.0546875,478277632
2025-05-16 08:00:00+00:00,103741.125,103753.7734375,103137.4765625,103421.015625,103421.015625,0
2025-05-16 09:00:00+00:00,103417.59375,103808.6953125,103417.59375,103808.6953125,103808.6953125,1009291264
2025-05-16 10:00:00+00:00,103805.5078125,103881.8984375,103674.609375,103857.40625,103857.40625,257441792
2025-05-16 11:00:00+00:00,103851.25,103901.8359375,103603.8203125,103676.6640625,103676.6640625,0
2025-05-16 12:00:00+00:00,103665.6171875,103778.890625,103547.796875,103547.796875,103547.796875,0
2025-05-16 13:00:00+00:00,103558.6796875,104081.1953125,103494.3046875,104081.1953125,104081.1953125,0
2025-05-16 14:00:00+00:00,104028.296875,104028.296875,103396.75,103583.4453125,103583.4453125,473636864
2025-05-16 15:00:00+00:00,103604.6328125,104178.8203125,103604.6328125,104135.71875,104135.71875,0
2025-05-16 16:00:00+00:00,104173.96875,104485.3828125,103904.53125,104216.53125,104216.53125,66191360
2025-05-16 17:00:00+00:00,104193.1328125,104380.15625,103832.625,103865.796875,103865.796875,0
2025-05-16 18:00:00+00:00,103889.421875,104088.1640625,103746.234375,103770.1484375,103770.1484375,0
2025-05-16 19:00:00+00:00,103732.6328125,104018.640625,103618.0,104017.1328125,104017.1328125,0
2025-05-16 20:00:00+00:00,104021.8984375,104023.0390625,103552.609375,103622.4140625,103622.4140625,84217856
2025-05-16 21:00:00+00:00,103708.40625,103799.1796875,103539.890625,103608.6953125,103608.6953125,0
2025-05-16 22:00:00+00:00,103612.0078125,103613.109375,103448.0,103504.625,103504.625,575115264
2025-05-16 23:00:00+00:00,103535.2265625,103690.5703125,103460.9453125,103480.421875,103480.421875,0
2025-05-17 00:00:00+00:00,103495.78125,103559.625,103164.453125,103385.109375,103385.109375,507064320
2025-05-17 01:00:00+00:00,103374.8984375,103374.8984375,102675.53125,102819.8125,102819.8125,95252480
2025-05-17 02:00:00+00:00,102851.546875,103327.3125,102804.5703125,103274.3359375,103274.3359375,0
2025-05-17 03:00:00+00:00,103289.3515625,103541.328125,103205.1328125,103541.1875,103541.1875,0
2025-05-17 04:00:00+00:00,103526.1640625,103663.1484375,103495.3359375,103652.359375,103652.359375,2262257664
2025-05-17 05:00:00+00:00,103666.3359375,103695.9453125,103361.2109375,103361.2109375,103361.2109375,0
2025-05-17 06:00:00+00:00,103370.1328125,103522.421875,103308.7578125,103489.5234375,103489.5234375,559013888
2025-05-17 07:00:00+00:00,103487.4609375,103630.140625,103450.328125,103450.328125,103450.328125,0
2025-05-17 08:00:00+00:00,103473.390625,103558.3046875,103150.75,103430.1328125,103430.1328125,0
2025-05-17 09:00:00+00:00,103443.9296875,103485.4765625,102849.2578125,102946.671875,102946.671875,853356544
2025-05-17 10:00:00+00:00,102920.671875,103047.1953125,102860.109375,102880.9453125,102880.9453125,0
2025-05-17 11:00:00+00:00,102902.2109375,103108.265625,102787.21875,103014.3203125,103014.3203125,0
2025-05-17 12:00:00+00:00,103017.671875,103060.8828125,102944.0,102951.1953125,102951.1953125,0
2025-05-17 13:00:00+00:00,102957.671875,103090.0859375,102691.1796875,102698.828125,102698.828125,0
2025-05-17 14:00:00+00:00,102722.484375,103168.0859375,102722.484375,103150.3671875,103150.3671875,0
2025-05-17 15:00:00+00:00,103149.2890625,103164.8125,102972.890625,102985.5078125,102985.5078125,0
2025-05-17 16:00:00+00:00,102967.3046875,103120.8203125,102792.21875,102900.953125,102900.953125,0
2025-05-17 17:00:00+00:00,102957.8828125,103311.484375,102957.8828125,103165.0625,103165.0625,0
2025-05-17 18:00:00+00:00,103165.6875,103271.125,103003.96875,103003.96875,103003.96875,842035200
2025-05-17 19:00:00+00:00,103022.046875,103207.40625,102963.296875,103207.40625,103207.40625,0
2025-05-17 20:00:00+00:00,103181.234375,103430.265625,103118.046875,103404.640625,103404.640625,0
2025-05-17 21:00:00+00:00,103402.546875,103458.5625,103185.5859375,103270.0,103270.0,1402716160
2025-05-17 22:00:00+00:00,103264.6640625,103264.6640625,102965.75,103103.296875,103103.296875,0
2025-05-17 23:00:00+00:00,103081.171875,103230.3671875,102996.4609375,103199.3828125,103199.3828125,0
2025-05-18 00:00:00+00:00,103142.6015625,103433.109375,103142.6015625,103399.9609375,103399.9609375,0
2025-05-18 01:00:00+00:00,103398.625,103398.625,103194.671875,103274.5,103274.5,0
2025-05-18 02:00:00+00:00,103277.0078125,103367.9453125,103277.0078125,103355.40625,103355.40625,0
2025-05-18 03:00:00+00:00,103358.9921875,103396.53125,103179.9921875,103300.5390625,103300.5390625,0
2025-05-18 04:00:00+00:00,103309.5390625,103443.25,103306.6328125,103368.5390625,103368.5390625,0
2025-05-18 05:00:00+00:00,103370.6875,103663.1171875,103367.296875,103651.65625,103651.65625,0
2025-05-18 06:00:00+00:00,103650.703125,103677.3828125,103405.75,103440.859375,103440.859375,853061632
2025-05-18 07:00:00+00:00,103445.21875,103925.90625,103445.21875,103925.90625,103925.90625,0
2025-05-18 08:00:00+00:00,103920.3046875,104053.3046875,103862.734375,103921.03125,103921.03125,1019387904
2025-05-18 09:00:00+00:00,103920.2890625,104035.859375,103836.40625,103854.640625,103854.640625,0
2025-05-18 10:00:00+00:00,103856.3125,103935.625,103811.40625,103856.3125,103856.3125,0
2025-05-18 11:00:00+00:00,103864.1796875,103975.28125,103826.7578125,103826.7578125,103826.7578125,42213376
2025-05-18 12:00:00+00:00,103820.3359375,103955.984375,103740.4140625,103952.25,103952.25,0
2025-05-18 13:00:00+00:00,103956.5546875,104713.1015625,103911.2734375,104713.1015625,104713.1015625,447500288
2025-05-18 14:00:00+00:00,104743.2265625,105521.4296875,104565.3203125,105268.3984375,105268.3984375,230506496
2025-05-18 15:00:00+00:00,105266.921875,105633.53125,105014.953125,105519.203125,105519.203125,2699210752
2025-05-18 16:00:00+00:00,105527.609375,105896.2421875,105181.0,105896.2421875,105896.2421875,676499456
2025-05-18 17:00:00+00:00,105844.859375,105859.640625,104985.5859375,104985.5859375,104985.5859375,1188614144
2025-05-18 18:00:00+00:00,104874.0859375,104874.0859375,104125.65625,104397.53125,104397.53125,1924038656
2025-05-18 19:00:00+00:00,104498.15625,104739.4296875,103907.015625,103907.015625,103907.015625,1102336000
2025-05-18 20:00:00+00:00,103938.015625,104281.40625,103439.890625,104162.265625,104162.265625,2851500032
2025-05-18 21:00:00+00:00,104103.671875,104534.296875,104103.671875,104250.7734375,104250.7734375,0
2025-05-18 22:00:00+00:00,104234.65625,105810.6171875,104042.8359375,105810.6171875,105810.6171875,1596571648
2025-05-18 23:00:00+00:00,105948.515625,106478.453125,105538.1640625,106478.234375,106478.234375,3394265088
2025-05-19 00:00:00+00:00,106516.1640625,107038.7890625,105244.546875,105256.9296875,105256.9296875,2669297664
2025-05-19 01:00:00+00:00,105272.5703125,105352.765625,104766.03125,105068.890625,105068.890625,2186604544
